hs19	58345178	58353499	0.478
hs19	58347751	58355183	0.218
hs19	58354357	58362848	0.141
hs12	53307456	53324864	0.082
hs12	53299686	53307177	-0.039
hs15	67201033	67255195	0.854
hs15	67542709	67807123	-0.046
hs11	77821109	77918432	-0.222
hs11	78171249	78188822	0.206
hs11	78100936	78139660	0.614
hs11	78435961	78574874	0.487
hs11	77878720	77994678	0.458
hs11	78068304	78080219	0.41
hs11	77514936	77637805	0.772
hs11	77659996	77821017	0.31
hs2	219171897	219178106	0.099
hs2	218264123	218270257	0.156
hs2	218450251	218568361	0.583
hs2	219176225	219185479	0.069
hs20	36236459	36270918	0.179
hs20	38033546	38127780	0.31
hs20	35002404	35092871	0.203
hs20	35771974	35950381	0.505
hs20	36605734	36612557	0.579
hs20	35626031	35664956	0.417
hs20	36306336	36528637	0.451
hs20	35278907	35284985	0.414
hs6	44387525	44450426	0.266
hs6	44299654	44313326	-0.009
hs17	42950526	42964498	-0.039
hs17	41976433	42021376	0.232
hs17	43170481	43211689	-0.391
hs17	42810134	42833350	0.039
hs17	42980565	42993690	0.144
hs4	56338287	56387508	-0.283
hs4	55853616	55905034	-0.064
hs4	56977722	57031168	0.291
hs11	106075501	106098710	0.273
hs11	111782195	111871581	-0.09
hs11	108665025	108940930	0.475
hs11	113733187	113773811	0.141
hs11	102347211	102378670	-0.116
hs11	112086773	112120013	-0.398
hs11	108157215	108222642	-0.074
hs11	112024814	112064390	-0.006
hs11	112074086	112085150	-0.066
hs11	108008733	108107776	-0.063
hs11	106051098	106077765	-0.301
hs17	36948875	37056871	0.761
hs17	37514797	37609496	-0.07
hs17	37609739	37643464	0.318
hs17	36486629	36499310	0.152
hs17	36544888	36589848	-0.059
hs16	16148928	16223522	-1.439
hs16	14820792	14824702	-0.858
hs1	116111755	116135240	0.195
hs12	21797401	21941402	-0.486
hsX	68042344	68433913	0.288
hs18	36829106	37232172	0.412
hs9	41006999	41074617	0.144
hs2	102473303	102533972	0.11
hs18	79069285	79378283	0.353
hs12	87980035	88034037	0.183
hsX	106802680	106876145	0.463
hs4	145097932	145129179	0.399
hs4	143184917	143223830	0.484
hs4	144967112	145098541	0.204
hs4	147617383	147672044	0.013
hs4	143513463	143557486	0.396
hs4	145110838	145180161	-0.072
hs4	139301455	139420033	0.729
hs6	33279108	33289527	0.23
hs6	30571376	30597179	0.228
hs6	31639028	31652705	0.134
hs6	30326479	30343729	-0.071
hs6	30653119	30673037	0.034
hs7	151207837	151227230	0.221
hs7	149239651	149255609	0.069
hs7	151466012	151520120	0.336
hs7	149472794	149497817	0.237
hs7	148697914	148801036	0.229
hs7	151341699	151378449	0.006
hs3	184186023	184194012	0.221
hs3	180868141	180982753	0.406
hs3	182938074	182985953	0.333
hs3	184361718	184368596	0.554
hs3	184174689	184184091	0.339
hs3	184155388	184173610	0.269
hs3	184314495	184335358	0.362
hs3	184298709	184309054	0.464
hs3	184135038	184684758	0.524
hs20	25294743	25390983	0.862
hs20	25195693	25226729	0.409
hs13	113177539	113208715	-0.15
hs13	108218379	108234255	-0.18
hs13	113208193	113267108	0.149
hs13	102765990	102773811	0.245
hs13	114314513	114327328	-0.072
hs13	99501417	99564006	0.243
hs13	113584721	113641470	0.299
hs13	102844844	102876001	-0.317
hs13	106541673	106568164	-0.839
hs13	112485005	112588167	-0.056
hs13	99200774	99386434	0.56
hs13	114234887	114272723	-0.088
hs13	110615460	110639993	-0.031
hs13	108207439	108218368	-0.27
hs13	111114559	111305737	-0.207
hs17	29560547	29567137	-0.51
hs17	29573469	29594054	0.024
hs17	29566052	29573157	0.032
hs19	1876810	1885547	-0.102
hs19	1383527	1395589	-0.105
hs19	647526	663277	-0.088
hs19	1009648	1021179	-0.097
hs19	507497	519654	0.055
hs19	1905378	1913447	0.243
hs19	1941149	1981338	0.056
