hs1	116654376	116677861	hsX	106045910	106119375
hs1	116654376	116677861	hs9	69080240	69147854
hs12	21950335	22094336	hs1	116654376	116677861
hs12	21950335	22094336	hsX	67262186	67653755
hs12	21950335	22094336	hs18	34409069	34812135
hs12	21950335	22094336	hs9	69080240	69147854
hs12	21950335	22094336	hs2	103089762	103150431
hs12	21950335	22094336	hs18	76829285	77138283
hs12	21950335	22094336	hsX	106045910	106119375
hs18	34409069	34812135	hs2	103089762	103150431
hs18	34409069	34812135	hs1	116654376	116677861
hs18	34409069	34812135	hs14	37667118	38021566
hs18	34409069	34812135	hsX	106045910	106119375
hs18	34409069	34812135	hs9	69080240	69147854
hs9	69080240	69147854	hs7	39017598	39532694
hs9	69080240	69147854	hs2	103089762	103150431
hs9	69080240	69147854	hsX	106045910	106119375
hs18	76829285	77138283	hsX	67262186	67653755
hs18	76829285	77138283	hs12	88373816	88427814
hs18	76829285	77138283	hs1	116654376	116677861
hs18	76829285	77138283	hs9	69080240	69147854
hs18	76829285	77138283	hsX	106045910	106119375
hs12	88373816	88427814	hs9	69080240	69147854
hs12	88373816	88427814	hs18	34409069	34812135
hs12	88373816	88427814	hsX	106045910	106119375
hs12	88373816	88427814	hs2	103089762	103150431
hs10	90694831	90751147	hs19	11649532	11661138
hs10	90694831	90751147	hs11	117070037	117075498
hs19	11649532	11661138	hs1	201865580	201915715
hs19	11649532	11661138	hs11	117070037	117075498
hs11	117070037	117075498	hs9	35681989	35691017
hs14	106435819	106438358	hs19	42381190	42385439
hs14	106435819	106438358	hs4	71521258	71547534
hs14	106435819	106438358	hs16	12058964	12061925
hs19	42381190	42385439	hs6	391739	411447
hs19	42381190	42385439	hs16	12058964	12061925
hs4	71521258	71547534	hs16	12058964	12061925
hs16	66400533	66438686	hs5	138784245	138842328
hs16	66400533	66438686	hs5	141323150	141349304
hs16	66400533	66438686	hs11	124753587	124768396
hs16	66400533	66438686	hs9	27109139	27230173
hs16	66400533	66438686	hsX	45007619	45060146
hs16	66400533	66438686	hs14	38723308	38725574
hs16	66400533	66438686	hs11	124622026	124632186
hs16	66400533	66438686	hs1	43766664	43788779
hs20	23059986	23066977	hs1	43766664	43788779
hs20	23059986	23066977	hs16	66400533	66438686
hsX	45007619	45060146	hs11	124622026	124632186
hsX	45007619	45060146	hs6	153019030	153045702
hsX	45007619	45060146	hs5	138784245	138842328
hsX	45007619	45060146	hs1	43766664	43788779
hsX	45007619	45060146	hs11	124753587	124768396
hs17	8213559	8225829	hs5	138784245	138842328
hs17	8213559	8225829	hs14	38723308	38725574
hs17	8213559	8225829	hs1	43766664	43788779
hs17	8213559	8225829	hs11	124622026	124632186
hs17	6926339	6933609	hs11	124622026	124632186
hs17	6926339	6933609	hs1	43766664	43788779
hs17	6926339	6933609	hs5	141323150	141349304
hs11	124622026	124632186	hs5	141323150	141349304
hs11	124622026	124632186	hs1	43766664	43788779
hs6	153019030	153045702	hs1	43766664	43788779
hs5	138784245	138842328	hs11	124622026	124632186
hs5	138784245	138842328	hs6	153019030	153045702
hs5	138784245	138842328	hs1	43766664	43788779
hs17	7761064	7765600	hs7	117824086	117832878
hs20	3801178	3805949	hs11	11373489	11374904
hs11	11373489	11374904	hs20	3026591	3028900
hs11	11373489	11374904	hs20	3170996	3185331
hs11	11373489	11374904	hs20	2082257	2157684
hs11	11373489	11374904	hs20	3869486	3907605
hs11	11373489	11374904	hs20	2632791	2639039
hs11	11373489	11374904	hs20	306207	310865
hs11	11373489	11374904	hs20	2462463	2505348
hs11	11373489	11374904	hs20	2442280	2451499
hs11	11373489	11374904	hs20	2844830	3019722
hs11	11373489	11374904	hs20	388142	411610
hs11	11373489	11374904	hs20	2639041	2644865
hs11	11373489	11374904	hs20	1422807	1454487
hs11	11373489	11374904	hs20	1093906	1160596
hs11	11373489	11374904	hs20	277737	280965
hs11	11373489	11374904	hs20	627259	634014
hs11	11373489	11374904	hs20	416124	443197
hs20	459116	524465	hs11	11373489	11374904
hs5	141323150	141349304	hs1	43766664	43788779
hs11	57001051	57004709	hs5	141323150	141349304
hs11	57001051	57004709	hs13	58205944	58303445
hs14	38723308	38725574	hs1	43766664	43788779
hs14	38723308	38725574	hs5	138784245	138842328
hs7	144052381	144077725	hs6	132021520	132022635
hs7	144052381	144077725	hs6	132029581	132032206
hs6	132021520	132022635	hs7	143955700	143956815
hs7	143452182	143454789	hs6	132029581	132032206
hs7	143268819	143271478	hs6	132021520	132022635
hs7	143268819	143271478	hs6	132029581	132032206
hs6	132029581	132032206	hs7	143955700	143956815
hs7	143880559	143883146	hs6	132021520	132022635
hs7	143880559	143883146	hs6	132029581	132032206
hs10	89511269	89601100	hs9	33673502	33677497
hs10	89622870	89731687	hs9	33673502	33677497
